epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
4,,3099,,5.16098690032959,,,,,
4,,3149,,5.295407772064209,,,,,
4,,3199,,5.824001312255859,,,,,
4,,3249,,7.151151180267334,,,,,
4,,3299,,10.497868537902832,,,,,
4,,3349,,8.962580680847168,,,,,
4,,3399,,14.658717155456543,,,,,
4,,3449,,3.5885918140411377,,,,,
4,,3499,,2.773496627807617,,,,,
4,,3549,,7.398224830627441,,,,,
4,,3599,,5.663085460662842,,,,,
4,,3649,,4.880050182342529,,,,,
4,,3699,,3.7138960361480713,,,,,
4,,3699,,,4.325338363647461,20741568.0,16.550207138061523,1.4726483821868896,4.325338363647461
4,,3699,6.070501804351807,,,,,,
,0.0003,3700,,,,,,,
5,,3749,,2.03963565826416,,,,,
5,,3799,,5.502811431884766,,,,,
5,,3849,,9.822572708129883,,,,,
5,,3899,,2.971158742904663,,,,,
5,,3949,,11.301004409790039,,,,,
5,,3999,,9.547342300415039,,,,,
5,,4049,,8.019078254699707,,,,,
5,,4099,,3.256120204925537,,,,,
5,,4149,,5.134162902832031,,,,,
5,,4199,,6.430094242095947,,,,,
5,,4249,,4.3057684898376465,,,,,
5,,4299,,4.200362682342529,,,,,
5,,4349,,4.4726128578186035,,,,,
5,,4399,,5.505666255950928,,,,,
5,,4439,,,4.174831867218018,23090958.0,14.934544563293457,1.4841798543930054,4.174831867218018
5,,4439,5.809906005859375,,,,,,
,0.0003,4440,,,,,,,
6,,4449,,3.327488422393799,,,,,
6,,4499,,4.869991779327393,,,,,
6,,4549,,3.4566617012023926,,,,,
6,,4599,,18.713335037231445,,,,,
6,,4649,,3.4094433784484863,,,,,
6,,4699,,3.31065034866333,,,,,
6,,4749,,11.849940299987793,,,,,
6,,4799,,3.403217077255249,,,,,
6,,4849,,7.05298376083374,,,,,
6,,4899,,3.621631622314453,,,,,
6,,4949,,4.53864049911499,,,,,
6,,4999,,12.342040061950684,,,,,
6,,5049,,3.5798916816711426,,,,,
6,,5099,,3.653578996658325,,,,,
6,,5149,,3.7524969577789307,,,,,
6,,5179,,,4.296350955963135,21819862.0,15.841902732849121,1.4917927980422974,4.296350955963135
6,,5179,5.61520528793335,,,,,,
,0.0003,5180,,,,,,,
7,,5199,,4.462404727935791,,,,,
7,,5249,,5.173160076141357,,,,,
7,,5299,,2.8619961738586426,,,,,
7,,5349,,2.2646400928497314,,,,,
7,,5399,,19.348007202148438,,,,,
7,,5449,,5.249598979949951,,,,,
7,,5499,,8.447330474853516,,,,,
7,,5549,,3.26326060295105,,,,,
7,,5599,,19.094900131225586,,,,,
7,,5649,,9.491353034973145,,,,,
7,,5699,,5.393691062927246,,,,,
7,,5749,,14.211570739746094,,,,,
7,,5799,,7.606956481933594,,,,,
7,,5849,,4.532256126403809,,,,,
7,,5899,,3.098878860473633,,,,,
7,,5919,,,4.272090435028076,25510126.0,15.010459899902344,1.4662234783172607,4.272090435028076
7,,5919,5.425617218017578,,,,,,
,0.0003,5920,,,,,,,
8,,5949,,5.21291446685791,,,,,
8,,5999,,5.932003498077393,,,,,
8,,6049,,11.907464981079102,,,,,
8,,6099,,4.074982643127441,,,,,
8,,6149,,2.9998342990875244,,,,,
8,,6199,,3.6813549995422363,,,,,
8,,6249,,8.896978378295898,,,,,
8,,6299,,2.6690726280212402,,,,,
8,,6349,,9.467720031738281,,,,,
8,,6399,,2.6285500526428223,,,,,
8,,6449,,3.8512442111968994,,,,,
8,,6499,,3.9166808128356934,,,,,
8,,6549,,9.179550170898438,,,,,
8,,6599,,5.263285160064697,,,,,
8,,6649,,5.241441249847412,,,,,
8,,6659,,,4.183012008666992,18416072.0,15.628929138183594,1.4830665588378906,4.183012008666992
8,,6659,5.284826755523682,,,,,,
,0.0003,6660,,,,,,,
9,,6699,,11.946258544921875,,,,,
9,,6749,,4.494034290313721,,,,,
9,,6799,,3.5814127922058105,,,,,
9,,6849,,3.5696170330047607,,,,,
9,,6899,,3.300468921661377,,,,,
9,,6949,,3.7277560234069824,,,,,
9,,6999,,3.05755615234375,,,,,
9,,7049,,6.802417278289795,,,,,
9,,7099,,4.465606689453125,,,,,
9,,7149,,8.13254451751709,,,,,
9,,7199,,5.678783416748047,,,,,
9,,7249,,12.66586971282959,,,,,
9,,7299,,6.873420238494873,,,,,
9,,7349,,4.68115234375,,,,,
9,,7399,,10.868417739868164,,,,,
9,,7399,,,4.202645301818848,20746070.0,15.288505554199219,1.5241113901138306,4.202645301818848
9,,7399,5.149951934814453,,,,,,
,0.00015,7400,,,,,,,
10,,7449,,2.9095797538757324,,,,,
10,,7499,,2.3075127601623535,,,,,
10,,7549,,4.177326202392578,,,,,
10,,7599,,9.16931438446045,,,,,
10,,7649,,2.8920140266418457,,,,,
10,,7699,,3.474029541015625,,,,,
10,,7749,,2.815579652786255,,,,,
10,,7799,,6.297028541564941,,,,,
10,,7849,,5.316883087158203,,,,,
10,,7899,,2.6968884468078613,,,,,
10,,7949,,2.7100167274475098,,,,,
10,,7999,,8.21113109588623,,,,,
10,,8049,,4.39718770980835,,,,,
10,,8099,,5.1036057472229,,,,,
10,,8139,,,4.132995128631592,20920960.0,15.53808307647705,1.495872974395752,4.132995128631592
10,,8139,4.947690963745117,,,,,,
,0.00015,8140,,,,,,,
11,,8149,,4.553150177001953,,,,,
11,,8199,,3.8972342014312744,,,,,
11,,8249,,4.89580774307251,,,,,
11,,8299,,8.923269271850586,,,,,
11,,8349,,6.939057350158691,,,,,
11,,8399,,3.381596326828003,,,,,
11,,8449,,5.738923072814941,,,,,
11,,8499,,4.1752214431762695,,,,,
11,,8549,,10.27643871307373,,,,,
11,,8599,,5.075826168060303,,,,,
11,,8649,,2.6938416957855225,,,,,
11,,8699,,2.305983066558838,,,,,
11,,8749,,4.825766086578369,,,,,
11,,8799,,3.0911355018615723,,,,,
11,,8849,,5.088360786437988,,,,,
11,,8879,,,4.1880340576171875,19564392.0,15.824846267700195,1.4921506643295288,4.1880340576171875
11,,8879,4.862510681152344,,,,,,
,0.00015,8880,,,,,,,
12,,8899,,6.011460304260254,,,,,
12,,8949,,4.096116065979004,,,,,
12,,8999,,11.425932884216309,,,,,
12,,9049,,2.544292688369751,,,,,
12,,9099,,3.049036741256714,,,,,
12,,9149,,2.740837574005127,,,,,
12,,9199,,4.092116832733154,,,,,
12,,9249,,7.530896186828613,,,,,
12,,9299,,2.9611287117004395,,,,,
12,,9349,,3.4786736965179443,,,,,
12,,9399,,4.2447404861450195,,,,,
12,,9449,,4.34124231338501,,,,,
12,,9499,,3.904435634613037,,,,,
12,,9549,,6.531935691833496,,,,,
12,,9599,,5.06719446182251,,,,,
12,,9619,,,4.1927080154418945,21575336.0,15.70998477935791,1.4760451316833496,4.1927080154418945
12,,9619,4.789461135864258,,,,,,
,0.00015,9620,,,,,,,
13,,9649,,7.375516414642334,,,,,
13,,9699,,13.550094604492188,,,,,
13,,9749,,4.775955677032471,,,,,
13,,9799,,4.055184364318848,,,,,
13,,9849,,4.801241397857666,,,,,
13,,9899,,3.0040736198425293,,,,,
13,,9949,,4.486953258514404,,,,,
13,,9999,,1.5813058614730835,,,,,
13,,10049,,4.449947834014893,,,,,
13,,10099,,7.177407264709473,,,,,
13,,10149,,6.023929119110107,,,,,
13,,10199,,3.5097482204437256,,,,,
13,,10249,,4.973300457000732,,,,,
13,,10299,,2.661098003387451,,,,,
13,,10349,,8.93079662322998,,,,,
13,,10359,,,4.263994216918945,25718482.0,15.930954933166504,1.4591671228408813,4.263994216918945
13,,10359,4.730307102203369,,,,,,
,0.00015,10360,,,,,,,
14,,10399,,3.102235794067383,,,,,
14,,10449,,9.5473051071167,,,,,
14,,10499,,2.827359914779663,,,,,
14,,10549,,2.9355692863464355,,,,,
14,,10599,,6.958543300628662,,,,,
14,,10649,,4.0246663093566895,,,,,
14,,10699,,3.6379382610321045,,,,,
14,,10749,,3.7266812324523926,,,,,
14,,10799,,3.618358612060547,,,,,
14,,10849,,3.3417797088623047,,,,,
14,,10899,,3.531301736831665,,,,,
14,,10949,,3.629392385482788,,,,,
14,,10999,,10.335989952087402,,,,,
14,,11049,,3.0475850105285645,,,,,
14,,11099,,3.7243764400482178,,,,,
14,,11099,,,4.188678741455078,17963186.0,15.792829513549805,1.513881802558899,4.188678741455078
14,,11099,4.665384292602539,,,,,,
,0.00015,11100,,,,,,,
15,,11149,,4.244124412536621,,,,,
15,,11199,,2.7151081562042236,,,,,
15,,11249,,5.691466808319092,,,,,
15,,11299,,2.979375123977661,,,,,
15,,11349,,4.660301208496094,,,,,
15,,11399,,5.964980125427246,,,,,
15,,11449,,2.6710641384124756,,,,,
15,,11499,,3.9982411861419678,,,,,
15,,11549,,4.1827921867370605,,,,,
15,,11599,,3.342979907989502,,,,,
15,,11649,,4.4771246910095215,,,,,
15,,11699,,2.342097043991089,,,,,
15,,11749,,3.5851006507873535,,,,,
15,,11799,,3.096968412399292,,,,,
15,,11839,,,4.088310718536377,16987612.0,15.631820678710938,1.5137168169021606,4.088310718536377
15,,11839,4.593235015869141,,,,,,
,0.00015,11840,,,,,,,
16,,11849,,2.5049948692321777,,,,,
16,,11899,,4.134922981262207,,,,,
16,,11949,,2.98683762550354,,,,,
16,,11999,,3.565568447113037,,,,,
16,,12049,,3.321826457977295,,,,,
16,,12099,,2.573518991470337,,,,,
16,,12149,,7.450247764587402,,,,,
16,,12199,,3.1894052028656006,,,,,
16,,12249,,2.1637637615203857,,,,,
16,,12299,,3.192361831665039,,,,,
16,,12349,,3.52765154838562,,,,,
16,,12399,,8.73740291595459,,,,,
16,,12449,,5.557567119598389,,,,,
16,,12499,,3.509101629257202,,,,,
16,,12549,,2.894296407699585,,,,,
16,,12579,,,4.186839580535889,21657278.0,15.463790893554688,1.48766028881073,4.186839580535889
16,,12579,4.530303955078125,,,,,,
,0.00015,12580,,,,,,,
17,,12599,,6.284595966339111,,,,,
17,,12649,,7.946887493133545,,,,,
17,,12699,,3.0011024475097656,,,,,
17,,12749,,3.3419337272644043,,,,,
17,,12799,,4.197679042816162,,,,,
17,,12849,,4.855882167816162,,,,,
17,,12899,,1.994765043258667,,,,,
17,,12949,,4.368659019470215,,,,,
17,,12999,,3.089691638946533,,,,,
17,,13049,,2.8709003925323486,,,,,
17,,13099,,3.7117016315460205,,,,,
17,,13149,,2.7977473735809326,,,,,
17,,13199,,4.781999111175537,,,,,
17,,13249,,4.721062183380127,,,,,
17,,13299,,2.7548604011535645,,,,,
17,,13319,,,4.367727756500244,29939832.0,15.920495986938477,1.4580422639846802,4.367727756500244
17,,13319,4.473269939422607,,,,,,
,0.00015,13320,,,,,,,
18,,13349,,2.889503240585327,,,,,
18,,13399,,3.084447145462036,,,,,
18,,13449,,2.7907309532165527,,,,,
18,,13499,,3.753772735595703,,,,,
18,,13549,,6.383475303649902,,,,,
18,,13599,,3.2915565967559814,,,,,
18,,13649,,2.2354252338409424,,,,,
18,,13699,,6.347385406494141,,,,,
18,,13749,,2.547800064086914,,,,,
18,,13799,,3.478874683380127,,,,,
18,,13849,,4.799121379852295,,,,,
18,,13899,,2.5526890754699707,,,,,
18,,13949,,11.851056098937988,,,,,
18,,13999,,3.3443667888641357,,,,,
18,,14049,,3.23136568069458,,,,,
18,,14059,,,4.073967456817627,22537916.0,15.500130653381348,1.4787073135375977,4.073967456817627
18,,14059,4.4255266189575195,,,,,,
,0.00015,14060,,,,,,,
19,,14099,,3.143014669418335,,,,,
19,,14149,,2.2471837997436523,,,,,
19,,14199,,9.92643928527832,,,,,
19,,14249,,5.673632621765137,,,,,
19,,14299,,3.2170398235321045,,,,,
19,,14349,,3.6202292442321777,,,,,
19,,14399,,2.7864553928375244,,,,,
19,,14449,,1.811261534690857,,,,,
19,,14499,,4.322181701660156,,,,,
19,,14549,,2.7195727825164795,,,,,
19,,14599,,3.305051803588867,,,,,
19,,14649,,5.59108304977417,,,,,
19,,14699,,3.5595767498016357,,,,,
19,,14749,,3.60646390914917,,,,,
19,,14799,,3.5690767765045166,,,,,
19,,14799,,,4.170053005218506,22688598.0,15.806324005126953,1.4841091632843018,4.170053005218506
19,,14799,4.37720251083374,,,,,,
,0.00015,14800,,,,,,,
20,,14849,,3.636080265045166,,,,,
20,,14899,,1.8620872497558594,,,,,
20,,14949,,4.26170015335083,,,,,
20,,14999,,4.706127643585205,,,,,
20,,15049,,5.741640567779541,,,,,
20,,15099,,4.084929466247559,,,,,
20,,15149,,10.377602577209473,,,,,
20,,15199,,8.325959205627441,,,,,
20,,15249,,5.491011619567871,,,,,
20,,15299,,3.650693655014038,,,,,
20,,15349,,6.143161296844482,,,,,
20,,15399,,2.4471888542175293,,,,,
20,,15449,,2.570793628692627,,,,,
20,,15499,,5.0886101722717285,,,,,
20,,15539,,,4.093538761138916,27975770.0,15.083576202392578,1.467495083808899,4.093538761138916
20,,15539,4.322201728820801,,,,,,
,0.00015,15540,,,,,,,
21,,15549,,2.4884800910949707,,,,,
21,,15599,,3.2333717346191406,,,,,
21,,15649,,3.8684041500091553,,,,,
21,,15699,,3.0313260555267334,,,,,
21,,15749,,2.6377575397491455,,,,,
21,,15799,,3.3995425701141357,,,,,
21,,15849,,3.0954298973083496,,,,,
21,,15899,,3.208838939666748,,,,,
21,,15949,,5.066280841827393,,,,,
21,,15999,,1.6670218706130981,,,,,
21,,16049,,3.7084591388702393,,,,,
21,,16099,,4.8115234375,,,,,
21,,16149,,2.601618528366089,,,,,
21,,16199,,3.2920095920562744,,,,,
21,,16249,,2.837531566619873,,,,,
21,,16279,,,4.338717460632324,16641395.0,15.936399459838867,1.5224672555923462,4.338717460632324
21,,16279,4.288302898406982,,,,,,
,0.00015,16280,,,,,,,
22,,16299,,1.5633962154388428,,,,,
22,,16349,,2.7454845905303955,,,,,
22,,16399,,3.309997797012329,,,,,
22,,16449,,5.298220634460449,,,,,
22,,16499,,2.7578444480895996,,,,,
22,,16549,,8.36885929107666,,,,,
22,,16599,,3.4892725944519043,,,,,
22,,16649,,2.6999728679656982,,,,,
22,,16699,,3.509721517562866,,,,,
22,,16749,,8.265887260437012,,,,,
22,,16799,,2.4259655475616455,,,,,
22,,16849,,2.9456257820129395,,,,,
22,,16899,,3.6955296993255615,,,,,
22,,16949,,2.5082995891571045,,,,,
22,,16999,,9.05185317993164,,,,,
22,,17019,,,4.540003299713135,24515728.0,17.07088851928711,1.494388461112976,4.540003299713135
22,,17019,4.24720573425293,,,,,,
,7.5e-05,17020,,,,,,,
23,,17049,,4.049196720123291,,,,,
23,,17099,,4.8336920738220215,,,,,
23,,17149,,6.416420936584473,,,,,
23,,17199,,4.6406965255737305,,,,,
23,,17249,,2.85896635055542,,,,,
23,,17299,,6.437499523162842,,,,,
23,,17349,,3.3714966773986816,,,,,
23,,17399,,3.142665386199951,,,,,
23,,17449,,8.106462478637695,,,,,
23,,17499,,3.603297710418701,,,,,
23,,17549,,3.394906759262085,,,,,
23,,17599,,3.5649008750915527,,,,,
23,,17649,,4.42742395401001,,,,,
23,,17699,,2.6514484882354736,,,,,
23,,17749,,2.72832989692688,,,,,
23,,17759,,,4.249368667602539,25332256.0,15.872811317443848,1.4853131771087646,4.249368667602539
23,,17759,4.152811050415039,,,,,,
,7.5e-05,17760,,,,,,,
24,,17799,,2.193941354751587,,,,,
24,,17849,,8.225654602050781,,,,,
24,,17899,,2.802349090576172,,,,,
24,,17949,,2.311098337173462,,,,,
24,,17999,,2.4463841915130615,,,,,
24,,18049,,4.259994983673096,,,,,
24,,18099,,1.6652822494506836,,,,,
24,,18149,,3.8481063842773438,,,,,
24,,18199,,3.010511636734009,,,,,
24,,18249,,3.0070974826812744,,,,,
24,,18299,,4.512631893157959,,,,,
24,,18349,,2.4127581119537354,,,,,
24,,18399,,2.7846341133117676,,,,,
24,,18449,,3.3414275646209717,,,,,
24,,18499,,12.413491249084473,,,,,
24,,18499,,,4.303177356719971,25429920.0,16.02362632751465,1.489804744720459,4.303177356719971
24,,18499,4.118019104003906,,,,,,
,7.5e-05,18500,,,,,,,
25,,18549,,10.07271671295166,,,,,
25,,18599,,4.369735240936279,,,,,
25,,18649,,1.9968405961990356,,,,,
25,,18699,,2.7473347187042236,,,,,
25,,18749,,3.552473306655884,,,,,
25,,18799,,1.6172393560409546,,,,,
25,,18849,,2.6521830558776855,,,,,
25,,18899,,2.3975536823272705,,,,,
25,,18949,,2.471163511276245,,,,,
25,,18999,,5.147008419036865,,,,,
25,,19049,,7.283856391906738,,,,,
25,,19099,,8.466233253479004,,,,,
25,,19149,,2.7849323749542236,,,,,
25,,19199,,5.180313587188721,,,,,
25,,19239,,,4.193271160125732,22589012.0,15.801119804382324,1.4947248697280884,4.193271160125732
25,,19239,4.092766284942627,,,,,,
,7.5e-05,19240,,,,,,,
26,,19249,,3.435239791870117,,,,,
26,,19299,,4.270445823669434,,,,,
26,,19349,,3.07991099357605,,,,,
26,,19399,,3.152282476425171,,,,,
26,,19449,,1.731195330619812,,,,,
26,,19499,,2.6954028606414795,,,,,
26,,19549,,2.321009397506714,,,,,
26,,19599,,7.263554096221924,,,,,
26,,19649,,9.6861572265625,,,,,
26,,19699,,3.38853120803833,,,,,
26,,19749,,3.1275641918182373,,,,,
26,,19799,,4.1287312507629395,,,,,
26,,19849,,3.179227113723755,,,,,
26,,19899,,2.9867825508117676,,,,,
26,,19949,,6.562740802764893,,,,,
26,,19979,,,4.199569225311279,20044510.0,16.10576057434082,1.4906015396118164,4.199569225311279
26,,19979,4.071921348571777,,,,,,
