epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
6,,4499,,3.531141757965088,,,,,
6,,4549,,4.64204740524292,,,,,
6,,4599,,3.235804319381714,,,,,
6,,4649,,3.9769740104675293,,,,,
6,,4699,,5.73945951461792,,,,,
6,,4749,,5.004660606384277,,,,,
6,,4799,,4.913535118103027,,,,,
6,,4849,,4.19133996963501,,,,,
6,,4899,,5.840264797210693,,,,,
6,,4949,,2.5798428058624268,,,,,
6,,4999,,8.643823623657227,,,,,
6,,5049,,3.8241031169891357,,,,,
6,,5099,,4.207085132598877,,,,,
6,,5149,,4.2248406410217285,,,,,
6,,5179,,,4.224120140075684,25565280.0,16.96478271484375,1.4521372318267822,4.224120140075684
6,,5179,5.249985694885254,,,,,,
,0.001,5180,,,,,,,
7,,5199,,5.134833335876465,,,,,
7,,5249,,6.174873352050781,,,,,
7,,5299,,4.448162078857422,,,,,
7,,5349,,3.9136109352111816,,,,,
7,,5399,,4.473824977874756,,,,,
7,,5449,,4.120999336242676,,,,,
7,,5499,,4.619032859802246,,,,,
7,,5549,,4.539827823638916,,,,,
7,,5599,,4.354933738708496,,,,,
7,,5649,,4.8826680183410645,,,,,
7,,5699,,3.84186053276062,,,,,
7,,5749,,6.62064790725708,,,,,
7,,5799,,3.1936869621276855,,,,,
7,,5849,,6.068459510803223,,,,,
7,,5899,,4.025337219238281,,,,,
7,,5919,,,4.0487260818481445,22213524.0,16.27933120727539,1.4513272047042847,4.0487260818481445
7,,5919,5.030129909515381,,,,,,
,0.001,5920,,,,,,,
8,,5949,,6.425442218780518,,,,,
8,,5999,,3.5543935298919678,,,,,
8,,6049,,9.585258483886719,,,,,
8,,6099,,3.6771702766418457,,,,,
8,,6149,,3.5894291400909424,,,,,
8,,6199,,6.408820152282715,,,,,
8,,6249,,3.7414638996124268,,,,,
8,,6299,,4.224405765533447,,,,,
8,,6349,,3.2770674228668213,,,,,
8,,6399,,5.602931499481201,,,,,
8,,6449,,6.324289798736572,,,,,
8,,6499,,3.5323634147644043,,,,,
8,,6549,,9.026101112365723,,,,,
8,,6599,,8.161497116088867,,,,,
8,,6649,,3.39117169380188,,,,,
8,,6659,,,4.127779006958008,22177522.0,16.532522201538086,1.4328064918518066,4.127779006958008
8,,6659,4.871309280395508,,,,,,
,0.001,6660,,,,,,,
9,,6699,,4.620616436004639,,,,,
9,,6749,,8.329141616821289,,,,,
9,,6799,,4.0569891929626465,,,,,
9,,6849,,3.1338372230529785,,,,,
9,,6899,,3.6870365142822266,,,,,
9,,6949,,4.548670291900635,,,,,
9,,6999,,2.752535104751587,,,,,
9,,7049,,2.800586223602295,,,,,
9,,7099,,5.432658672332764,,,,,
9,,7149,,4.1730756759643555,,,,,
9,,7199,,6.842774391174316,,,,,
9,,7249,,3.8228724002838135,,,,,
9,,7299,,3.924731731414795,,,,,
9,,7349,,4.013627529144287,,,,,
9,,7399,,3.7056260108947754,,,,,
9,,7399,,,3.966186761856079,26191276.0,15.966012954711914,1.4422111511230469,3.966186761856079
9,,7399,4.728879928588867,,,,,,
,0.001,7400,,,,,,,
10,,7449,,3.345977783203125,,,,,
10,,7499,,3.7016494274139404,,,,,
10,,7549,,4.263035297393799,,,,,
10,,7599,,4.058597087860107,,,,,
10,,7649,,6.2325873374938965,,,,,
10,,7699,,4.65167760848999,,,,,
10,,7749,,5.5948166847229,,,,,
10,,7799,,4.428821086883545,,,,,
10,,7849,,2.401719331741333,,,,,
10,,7899,,2.483701467514038,,,,,
10,,7949,,3.111619234085083,,,,,
10,,7999,,5.316370487213135,,,,,
10,,8049,,4.8326005935668945,,,,,
10,,8099,,3.496500253677368,,,,,
10,,8139,,,4.132819175720215,25506700.0,16.4688777923584,1.4325600862503052,4.132819175720215
10,,8139,4.5787811279296875,,,,,,
,0.001,8140,,,,,,,
11,,8149,,4.108331680297852,,,,,
11,,8199,,5.597855567932129,,,,,
11,,8249,,4.709361553192139,,,,,
11,,8299,,4.608809471130371,,,,,
11,,8349,,5.093135356903076,,,,,
11,,8399,,6.625838756561279,,,,,
11,,8449,,3.9017088413238525,,,,,
11,,8499,,3.5781161785125732,,,,,
11,,8549,,3.4718735218048096,,,,,
11,,8599,,4.303195476531982,,,,,
11,,8649,,2.7092268466949463,,,,,
11,,8699,,4.135383129119873,,,,,
11,,8749,,4.859708309173584,,,,,
11,,8799,,6.864678382873535,,,,,
11,,8849,,5.014440059661865,,,,,
11,,8879,,,4.169878005981445,21063336.0,16.62087631225586,1.4536775350570679,4.169878005981445
11,,8879,4.468259334564209,,,,,,
,0.001,8880,,,,,,,
12,,8899,,5.080225944519043,,,,,
12,,8949,,4.632475852966309,,,,,
12,,8999,,3.8378589153289795,,,,,
12,,9049,,3.0737617015838623,,,,,
12,,9099,,4.204496383666992,,,,,
12,,9149,,4.083774089813232,,,,,
12,,9199,,3.680353879928589,,,,,
12,,9249,,4.394623279571533,,,,,
12,,9299,,2.677645206451416,,,,,
12,,9349,,4.431478023529053,,,,,
12,,9399,,4.690250396728516,,,,,
12,,9449,,4.095515727996826,,,,,
12,,9499,,3.3703291416168213,,,,,
12,,9549,,4.371853828430176,,,,,
12,,9599,,3.5958173274993896,,,,,
12,,9619,,,4.154969215393066,18540382.0,16.92930030822754,1.455628514289856,4.154969215393066
12,,9619,4.3415207862854,,,,,,
,0.001,9620,,,,,,,
13,,9649,,2.766170024871826,,,,,
13,,9699,,2.9883761405944824,,,,,
13,,9749,,5.571152687072754,,,,,
13,,9799,,4.799556255340576,,,,,
13,,9849,,3.9230215549468994,,,,,
13,,9899,,3.8124165534973145,,,,,
13,,9949,,4.098010063171387,,,,,
13,,9999,,7.2258219718933105,,,,,
13,,10049,,4.791747093200684,,,,,
13,,10099,,5.3565192222595215,,,,,
13,,10149,,4.38175106048584,,,,,
13,,10199,,4.680922508239746,,,,,
13,,10249,,5.742565631866455,,,,,
13,,10299,,7.270768165588379,,,,,
13,,10349,,3.3595852851867676,,,,,
13,,10359,,,3.962899684906006,28467200.0,16.45384979248047,1.438767671585083,3.962899684906006
13,,10359,4.260881423950195,,,,,,
,0.001,10360,,,,,,,
14,,10399,,4.2609453201293945,,,,,
14,,10449,,3.6155459880828857,,,,,
14,,10499,,3.833127975463867,,,,,
14,,10549,,4.910083770751953,,,,,
14,,10599,,4.889038562774658,,,,,
14,,10649,,3.3075711727142334,,,,,
14,,10699,,2.9800636768341064,,,,,
14,,10749,,3.782039165496826,,,,,
14,,10799,,2.8249104022979736,,,,,
14,,10849,,4.396268367767334,,,,,
14,,10899,,2.725104808807373,,,,,
14,,10949,,6.187934875488281,,,,,
14,,10999,,5.6859893798828125,,,,,
14,,11049,,4.133450031280518,,,,,
14,,11099,,3.4604623317718506,,,,,
14,,11099,,,4.107800483703613,21165230.0,17.134782791137695,1.4860364198684692,4.107800483703613
14,,11099,4.143397808074951,,,,,,
,0.001,11100,,,,,,,
15,,11149,,4.087153911590576,,,,,
15,,11199,,3.0442090034484863,,,,,
15,,11249,,6.074652671813965,,,,,
15,,11299,,5.53743839263916,,,,,
15,,11349,,4.796864032745361,,,,,
15,,11399,,4.6000752449035645,,,,,
15,,11449,,3.427351713180542,,,,,
15,,11499,,3.5109822750091553,,,,,
15,,11549,,2.184040069580078,,,,,
15,,11599,,6.924770832061768,,,,,
15,,11649,,4.5791120529174805,,,,,
15,,11699,,6.94343900680542,,,,,
15,,11749,,5.258658409118652,,,,,
15,,11799,,4.580352783203125,,,,,
15,,11839,,,4.268815040588379,29862498.0,17.75034523010254,1.404781460762024,4.268815040588379
15,,11839,4.066458702087402,,,,,,
,0.001,11840,,,,,,,
16,,11849,,4.609486103057861,,,,,
16,,11899,,4.849465370178223,,,,,
16,,11949,,4.099928379058838,,,,,
16,,11999,,4.5781941413879395,,,,,
16,,12049,,3.586073637008667,,,,,
16,,12099,,3.890014171600342,,,,,
16,,12149,,4.679268836975098,,,,,
16,,12199,,4.216250419616699,,,,,
16,,12249,,5.312532901763916,,,,,
16,,12299,,2.6832430362701416,,,,,
16,,12349,,3.397562265396118,,,,,
16,,12399,,3.467524290084839,,,,,
16,,12449,,4.171519756317139,,,,,
16,,12499,,5.171107769012451,,,,,
16,,12549,,2.6433258056640625,,,,,
16,,12579,,,4.227316379547119,19657702.0,17.705202102661133,1.4620243310928345,4.227316379547119
16,,12579,3.976351261138916,,,,,,
,0.001,12580,,,,,,,
17,,12599,,4.058563709259033,,,,,
17,,12649,,5.243929386138916,,,,,
17,,12699,,3.0037951469421387,,,,,
17,,12749,,3.409818410873413,,,,,
17,,12799,,2.5472347736358643,,,,,
17,,12849,,4.122524261474609,,,,,
17,,12899,,4.766609191894531,,,,,
17,,12949,,3.780350923538208,,,,,
17,,12999,,3.330577850341797,,,,,
17,,13049,,5.768184185028076,,,,,
17,,13099,,4.345896244049072,,,,,
17,,13149,,3.4529168605804443,,,,,
17,,13199,,3.0533788204193115,,,,,
17,,13249,,4.586777687072754,,,,,
17,,13299,,3.7190258502960205,,,,,
17,,13319,,,4.469614505767822,26596192.0,18.978906631469727,1.4487086534500122,4.469614505767822
17,,13319,3.89072585105896,,,,,,
,0.0005,13320,,,,,,,
18,,13349,,4.4427289962768555,,,,,
18,,13399,,3.616403579711914,,,,,
18,,13449,,5.896091938018799,,,,,
18,,13499,,6.188985347747803,,,,,
18,,13549,,3.1639328002929688,,,,,
18,,13599,,3.6743693351745605,,,,,
18,,13649,,2.3768668174743652,,,,,
18,,13699,,3.546449899673462,,,,,
18,,13749,,4.2471394538879395,,,,,
18,,13799,,2.935190439224243,,,,,
18,,13849,,3.5241262912750244,,,,,
18,,13899,,3.1627964973449707,,,,,
18,,13949,,4.037189960479736,,,,,
18,,13999,,4.800402641296387,,,,,
18,,14049,,2.3651700019836426,,,,,
18,,14059,,,4.253427028656006,24835460.0,17.212553024291992,1.4502296447753906,4.253427028656006
18,,14059,3.678920030593872,,,,,,
